University Name,Detail URL,Phone,Program Name,Duration,Fee/Sem,Merit Deadline
"Air University, Islamabad",https://www.eduvision.edu.pk/air-university-au-islamabad-ins-884,0519262557,BE - Telecommunication,4 Years,112050,25-07-2025
"Al-karam International University, Islamabad",https://www.eduvision.edu.pk/al-karam-international-university-aiu-islamabad-ins-1485394958,512300752,BBA - Business Administration,4 Years,NA,25-02-2017
"Al-karam International University, Islamabad",https://www.eduvision.edu.pk/al-karam-international-university-aiu-islamabad-ins-1485394958,512300752,BS - Economics,4 Years,NA,25-02-2017
"Al-karam International University, Islamabad",https://www.eduvision.edu.pk/al-karam-international-university-aiu-islamabad-ins-1485394958,512300752,BS - Islamic Studies,4 Years,NA,25-02-2017
"Al-khair University [ajk], Islamabad",https://www.eduvision.edu.pk/al-khair-university-ajk-al-khair-islamabad-ins-46,05828443611,BBA - Business Administration,4 Years,NA,NA
"Al-khair University [ajk], Islamabad",https://www.eduvision.edu.pk/al-khair-university-ajk-al-khair-islamabad-ins-46,05828443611,BE - Computer Engineering,4 Years,NA,NA
"Al-khair University [ajk], Islamabad",https://www.eduvision.edu.pk/al-khair-university-ajk-al-khair-islamabad-ins-46,05828443611,BS - Computer Science,4 Years,NA,NA
"Al-khair University [ajk], Islamabad",https://www.eduvision.edu.pk/al-khair-university-ajk-al-khair-islamabad-ins-46,05828443611,BE - Electronics,4 Years,NA,NA
"Al-khair University [ajk], Islamabad",https://www.eduvision.edu.pk/al-khair-university-ajk-al-khair-islamabad-ins-46,05828443611,BS - Information Technology,4 Years,NA,NA
"Al-khair University [ajk], Islamabad",https://www.eduvision.edu.pk/al-khair-university-ajk-al-khair-islamabad-ins-46,05828443611,BE - Mechatronics,4 Years,NA,NA
"Al-khair University [ajk], Islamabad",https://www.eduvision.edu.pk/al-khair-university-ajk-al-khair-islamabad-ins-46,05828443611,BE - Software Engineering,4 Years,NA,NA
"Al-khair University [ajk], Islamabad",https://www.eduvision.edu.pk/al-khair-university-ajk-al-khair-islamabad-ins-46,05828443611,BE - Telecommunication,4 Years,NA,NA
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Agricultural Extension,4 Years,NA,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Arabic,4 Years,16060,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Artificial Intelligence,4 Years,47300,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Biochemistry,4 Years,45100,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Botany,4 Years,45100,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BBA - Business Administration,4 Years,16060,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Chemistry,4 Years,43950,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,AD - Commerce,2 Years,16060,17-02-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Computer Science,4 Years,47300,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,AD - Cyber Security,2 Years,47300,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BA [PASS] - Dars-e-nizami,2 Years,16060,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Data Science,4 Years,47300,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Economics,4 Years,13750,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Environmental Sciences,4 Years,45100,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,AD - Finance & Accounting,2 Years,16060,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Gender & Women Studies,4 Years,13750,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Hadith & Seerah,4 Years,16060,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - History,4 Years,13750,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Information Technology,4 Years,47300,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Instructional Technology,4 Years,41800,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Interfaith Studies,4 Years,16060,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - International Relations,4 Years,13750,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,AD - Islamic Banking,2 Years,16060,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Islamic Studies,4 Years,16060,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BA [PASS] - Mass Communication,2 Years,13750,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Mathematics,4 Years,40450,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Microbiology,4 Years,45100,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Pakistan Studies,4 Years,16060,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Physics,4 Years,43950,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Quran & Tafseer,4 Years,16060,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Rural Development,2 Years,13750,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Seerat Studies,4 Years,16060,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Shariah,4 Years,16060,17-02-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Sociology,4 Years,13750,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Software Engineering,2 Years,16060,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Statistics,4 Years,40450,18-08-2025
"Allama Iqbal Open University, Islamabad",https://www.eduvision.edu.pk/allama-iqbal-open-university-aiou-islamabad-ins-5,051 111 112 468,BS - Urdu,4 Years,16060,18-08-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - Artificial Intelligence,4 Years,104144,24-07-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BBA (H) - Business Administration,4 Years,143550,24-07-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - Clinical Psychology,4 Years,92400,24-07-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - Computer Science,4 Years,122196,24-07-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - Development Studies,4 Years,124950,24-07-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - Economics,4 Years,128700,24-07-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - English,4 Years,68000,24-07-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - Finance & Accounting,4 Years,128700,24-07-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - Information Technology,4 Years,97750,24-07-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - International Relations,4 Years,123520,24-07-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - Islamic Studies,4 Years,18000,01-08-2024
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - Media Studies,4 Years,89250,24-07-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - Psychology,4 Years,92400,24-07-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - Public Health,4 Years,116025,24-07-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - Supply Chain Management,4 Years,108666,24-07-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - Tourism & Hospitality,4 Years,NA,24-07-2025
"Bahria University, E-8 Campus, Islamabad",https://www.eduvision.edu.pk/bahria-university-e-8-campus-bu-islamabad-ins-7,9260002,BS - Tv Broadcasting & Digital Media,4 Years,124950,24-07-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Artificial Intelligence,4 Years,NA,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Aviation Management,4 Years,NA,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Biochemistry,4 Years,262000,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Biotechnology,4 Years,262000,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,AD - Business Administration,2 Years,NA,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BBA - Business Administration,4 Years,250000,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Business Analytics,4 Years,NA,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Civil,4 Years,374000,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,AD - Commerce,2 Years,NA,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Computer Engineering,4 Hours,NA,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Computer Science,4 Years,292500,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,AD - Computer Science,2 Years,NA,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Cyber Security,4 Years,NA,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Electrical,4 Years,374000,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - English,4 Years,NA,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Finance & Accounting,4 Years,250000,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,AD - Finance & Accounting,2 Years,NA,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Mathematics,4 Years,NA,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Mechanical,4 Years,374000,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Medical Laboratory Technology,4 Years,NA,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Psychology,4 Years,148500,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Robotic & Intelligent Machine Engineering,4 Years,NA,02-09-2025
"Capital University Of Science And Technology, Islamabad",https://www.eduvision.edu.pk/capital-university-of-science-and-technology-cust-islamabad-ins-710,051111555666,BS - Software Engineering,4 Years,292500,02-09-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Artificial Intelligence,4 Years,121150,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Bio-science,4 Years,112200,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Bioinformatics,4 Years,112200,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Business Administration,4 Years,112200,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Business Analytics,4 Years,112200,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Chemistry,4 Years,112200,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Computer Engineering,4 Years,NA,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Computer Science,4 Years,121150,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Cyber Security,4 Years,121150,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Data Science,4 Years,121150,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Design,4 Years,NA,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Economics,4 Years,112200,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BE - Electrical,4` Years,NA,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Electronics,4 Years,112200,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - English,4 Years,112200,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Finance & Accounting,4 Years,112200,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Interior Design,4 Years,NA,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - International Relations,4 Years,112200,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Mathematics,4 Years,112200,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Media & Communication,4 Years,112200,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Physics,4 Years,112200,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Psychology,4 Years,112200,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Remote Sensing & Gis,4 Years,112200,09-07-2025
"Comsats University Islamabad, Islamabad",https://www.eduvision.edu.pk/comsats-university-islamabad-comsats-islamabad-ins-9,051111001007,BS - Software Engineering,4 Years,121150,09-07-2025
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - Applied Physics,4 Years,75000,08-08-2024
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - Artificial Intelligence,4 Years,75000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - Biotechnology,4 Years,75000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BBA (H) - Business Administration,4 Years,75000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,AD - Business Administration,2 Years,75000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,AD - Commerce,2 Years,50000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - Computer Engineering,4 Years,75000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - Computer Science,4 Years,75000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,AD - Computer Science,2 Years,75000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - Data Science,4 Years,55000,08-08-2024
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,AD - Digital Marketing,2 Years,75000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - Economics,4 Years,50000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,AD - Economics,2 Years,50000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,AD - Economics & Finance,2 Years,50000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - Economics & Finance,4 Years,50000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - English,4 Years,50000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,AD - English,2 Years,50000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,AD - International Relations,2 Years,50000,15-02-2007
